"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
220002,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,MIDDLESEX,Hours of physical-restraint use,0.01,0.75,3665,,Hours of seclusion use,0.00,0,3665,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),93,106,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),89,164,,Timely transmission of transition record (TR2),88,164,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69.2,26,,38.5,26,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,209,17.8,13.8,22.6,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),100,69,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.8,950,,10/01/2021,12/31/2021
220011,CAMBRIDGE HEALTH ALLIANCE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,MIDDLESEX,Hours of physical-restraint use,0.30,162.38,22197,,Hours of seclusion use,0.12,64.75,22197,,Patients discharged on multiple antipsychotic medications with appropriate justification,69.00,13,,Screening for metabolic disorders (SMD),87,297,,Alcohol use brief intervention provided or offered,91,23,,91,23,,Alcohol and other drug use disorder treatment provided or offered at discharge,44,111,,32,111,,Tobacco use treatment provided or offered,19,68,,16,68,,Tobacco use treatment provided or offered at discharge,7,56,,4,56,,Transition record with specified elements received by discharged patients (TR1),52,634,,Timely transmission of transition record (TR2),38,634,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,59.7,62,,33.9,62,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,73.2,220,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,481,24.5,21.4,28.0,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),59,282,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,333,,10/01/2021,12/31/2021
220012,CAPE COD HEALTHCARE,88 LEWIS BAY ROAD,HYANNIS,MA,02601,BARNSTABLE,Hours of physical-restraint use,0.00,0.4,6767,,Hours of seclusion use,0.00,0,6767,,Patients discharged on multiple antipsychotic medications with appropriate justification,75.00,61,,Screening for metabolic disorders (SMD),72,476,,Alcohol use brief intervention provided or offered,76,155,,76,155,,Alcohol and other drug use disorder treatment provided or offered at discharge,84,192,,69,192,,Tobacco use treatment provided or offered,84,229,,24,229,,Tobacco use treatment provided or offered at discharge,91,209,,23,209,,Transition record with specified elements received by discharged patients (TR1),69,704,,Timely transmission of transition record (TR2),63,704,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,72.1,68,,44.1,68,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,84.8,296,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,316,21.5,17.7,25.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),60,315,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),91.3,73,,10/01/2021,12/31/2021
220015,"COOLEY DICKINSON HOSPITAL INC,THE",30 LOCUST STREET,NORTHAMPTON,MA,01060,HAMPSHIRE,Hours of physical-restraint use,0.10,7.85,3295,,Hours of seclusion use,0.00,0,3295,,Patients discharged on multiple antipsychotic medications with appropriate justification,93.00,14,,Screening for metabolic disorders (SMD),76,156,,Alcohol use brief intervention provided or offered,92,49,,92,49,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,56,,100,56,,Tobacco use treatment provided or offered,89,71,,82,71,,Tobacco use treatment provided or offered at discharge,38,65,,6,65,,Transition record with specified elements received by discharged patients (TR1),43,271,,Timely transmission of transition record (TR2),39,271,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.9,58,,29.3,58,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,70.4,216,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,266,26,21.6,30.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,200,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99.4,48,,10/01/2021,12/31/2021
220017,CARNEY HOSPITAL,2100 DORCHESTER AVENUE,BOSTON,MA,02124,SUFFOLK,Hours of physical-restraint use,0.10,27.57,11133,,Hours of seclusion use,0.07,19.88,11133,,Patients discharged on multiple antipsychotic medications with appropriate justification,100.00,20,,Screening for metabolic disorders (SMD),93,323,,Alcohol use brief intervention provided or offered,97,32,,91,32,,Alcohol and other drug use disorder treatment provided or offered at discharge,98,45,,84,45,,Tobacco use treatment provided or offered,93,58,,3,58,,Tobacco use treatment provided or offered at discharge,67,54,,0,54,,Transition record with specified elements received by discharged patients (TR1),89,636,,Timely transmission of transition record (TR2),85,636,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,52.6,19,,21.1,19,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,63,81,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,167,20.9,16.8,25.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),89,306,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),21.9,128,,10/01/2021,12/31/2021
220020,SAINT ANNE'S HOSPITAL,795 MIDDLE STREET,FALL RIVER,MA,02721,BRISTOL,Hours of physical-restraint use,0.02,5.93,10719,,Hours of seclusion use,0.00,0,10719,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),99,206,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),99,412,,Timely transmission of transition record (TR2),98,412,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43.5,23,,30.4,23,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,378,18.5,15.2,22.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),97,189,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),25,68,,10/01/2021,12/31/2021
220024,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,HAMPDEN,Hours of physical-restraint use,0.02,3.05,6646,,Hours of seclusion use,0.00,0,6646,,Patients discharged on multiple antipsychotic medications with appropriate justification,87.00,30,,Screening for metabolic disorders (SMD),87,383,,Alcohol use brief intervention provided or offered,91,75,,83,75,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,198,,95,198,,Tobacco use treatment provided or offered,94,306,,57,306,,Tobacco use treatment provided or offered at discharge,95,277,,3,277,,Transition record with specified elements received by discharged patients (TR1),98,616,,Timely transmission of transition record (TR2),98,616,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60,50,,30,50,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,88.2,119,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,167,20.1,15.8,25.2,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),99,297,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),61.7,142,,10/01/2021,12/31/2021
220029,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,ESSEX,Hours of physical-restraint use,0.02,2,4765,,Hours of seclusion use,0.00,0,4765,,Patients discharged on multiple antipsychotic medications with appropriate justification,45.00,11,,Screening for metabolic disorders (SMD),95,256,,Alcohol use brief intervention provided or offered,75,238,,70,238,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,224,,92,224,,Tobacco use treatment provided or offered,94,281,,8,281,,Tobacco use treatment provided or offered at discharge,97,276,,8,276,,Transition record with specified elements received by discharged patients (TR1),96,574,,Timely transmission of transition record (TR2),94,574,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,70,30,,46.7,30,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,147,22.7,18.2,27.8,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),99,291,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97.5,554,,10/01/2021,12/31/2021
220030,BAYSTATE WING HOSPITAL,40 WRIGHT STREET,PALMER,MA,01069,HAMPDEN,Hours of physical-restraint use,0.01,0.25,1891,,Hours of seclusion use,0.00,0,1891,,Patients discharged on multiple antipsychotic medications with appropriate justification,25.00,20,,Screening for metabolic disorders (SMD),62,395,,Alcohol use brief intervention provided or offered,74,86,,74,86,,Alcohol and other drug use disorder treatment provided or offered at discharge,51,190,,47,190,,Tobacco use treatment provided or offered,96,210,,68,210,,Tobacco use treatment provided or offered at discharge,27,202,,0,202,,Transition record with specified elements received by discharged patients (TR1),25,633,,Timely transmission of transition record (TR2),22,633,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,61.1,36,,33.3,36,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,84.3,127,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,373,22.5,18.7,26.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),92,270,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97.5,63,,10/01/2021,12/31/2021
220033,NORTHEAST HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,ESSEX,Hours of physical-restraint use,0.06,19.7,14363,,Hours of seclusion use,0.00,0,14363,,Patients discharged on multiple antipsychotic medications with appropriate justification,39.00,33,,Screening for metabolic disorders (SMD),91,464,,Alcohol use brief intervention provided or offered,87,110,,85,110,,Alcohol and other drug use disorder treatment provided or offered at discharge,81,207,,57,207,,Tobacco use treatment provided or offered,84,212,,20,212,,Tobacco use treatment provided or offered at discharge,0,186,,0,186,,Transition record with specified elements received by discharged patients (TR1),12,634,,Timely transmission of transition record (TR2),0,634,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69.8,96,,42.7,96,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,82.9,292,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,637,19.6,16.8,22.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),98,283,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),96.5,265,,10/01/2021,12/31/2021
220035,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,ESSEX,Hours of physical-restraint use,0.30,253.48,35068,,Hours of seclusion use,0.07,56.02,35068,,Patients discharged on multiple antipsychotic medications with appropriate justification,85.00,26,,Screening for metabolic disorders (SMD),76,349,,Alcohol use brief intervention provided or offered,85,108,,85,108,,Alcohol and other drug use disorder treatment provided or offered at discharge,82,157,,69,157,,Tobacco use treatment provided or offered,41,181,,34,181,,Tobacco use treatment provided or offered at discharge,71,168,,1,168,,Transition record with specified elements received by discharged patients (TR1),53,633,,Timely transmission of transition record (TR2),46,633,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,71.6,67,,47.8,67,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,81.8,214,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,423,20.2,17.1,23.7,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),80,300,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),98.5,247,,10/01/2021,12/31/2021
220036,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,SUFFOLK,Hours of physical-restraint use,0.20,95.15,19630,,Hours of seclusion use,0.00,0,19630,,Patients discharged on multiple antipsychotic medications with appropriate justification,97.00,37,,Screening for metabolic disorders (SMD),89,339,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,95,19,,63,19,,Tobacco use treatment provided or offered,95,21,,14,21,,Tobacco use treatment provided or offered at discharge,75,20,,5,20,,Transition record with specified elements received by discharged patients (TR1),93,635,,Timely transmission of transition record (TR2),82,635,,01/01/2020,12/31/2020,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.5,86,,38.4,86,,07/01/2019,12/01/2019,Medication Continuation Following Inpatient Psychiatric Discharge,71.3,327,,07/01/2018,12/01/2019,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,602,26.4,23.6,29.4,,07/01/2018,12/01/2019,Influenza immunization (IPFQR-IMM-2),89,308,,10/01/2020,03/31/2021,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),63.9,108,,10/01/2021,12/31/2021
