"Column1","Facility Name","City","State","ZIP Code","HBIPS-5 %","SMD %","SUB-2 %","SUB-3 %","TOB-2 %","TOB-3 %","TR-2 %","FUH-30 %","FUH-7 %","MedCont %","READM-30-IPF Rate","HBIPS-2 %","HBIPS-3 %","code","city","state","county","area_code","lat","lon"
409,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,CHICAGO,IL,60657,65.0,96.0,96.0,97.0,99.0,94.0,74.0,48.1,29.6,69.3,22.5,1.2,0.0,60657,Chicago,IL,COOK,"",41.811929,-87.68732
410,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,60901,25.0,99.0,100.0,44.0,100.0,84.0,96.0,47.4,15.8,76.0,21.0,0.08,0.0,60901,Kankakee,IL,KANKAKEE,"",41.111151,-87.874618
411,SARAH BUSH LINCOLN HEALTH CENTER,MATTOON,IL,61938,95.0,93.0,100.0,100.0,74.0,43.0,50.0,41.2,13.7,77.5,21.9,0.44,0.0,61938,Mattoon,IL,COLES,"",39.505679,-88.247012
412,INGALLS MEMORIAL HOSPITAL,HARVEY,IL,60426,59.0,70.0,52.0,93.0,85.0,73.0,48.0,50.0,11.1,63.2,22.0,0.06,0.0,60426,Harvey,IL,COOK,"",41.811929,-87.68732
413,HUMBOLDT PARK HEALTH,CHICAGO,IL,60622,51.0,77.0,95.0,31.0,100.0,48.0,45.0,27.3,9.1,64.0,21.5,3.22,0.0,60622,Chicago,IL,COOK,"",41.811929,-87.68732
414,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,OAK LAWN,IL,60453,77.0,96.0,85.0,92.0,86.0,86.0,55.0,68.9,17.8,74.8,18.0,13.39,0.0,60453,Oak Lawn,IL,COOK,"",41.811929,-87.68732
415,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,61636,62.0,78.0,91.0,80.0,93.0,80.0,93.0,38.8,20.9,81.5,15.6,0.95,1.22,61636,Peoria,IL,PEORIA,"",40.699937,-89.595147
416,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,62946,0.0,90.0,29.0,45.0,67.0,76.0,68.0,67.3,22.4,76.4,19.0,0.0,0.0,62946,Harrisburg,IL,SALINE,"",37.720129,-88.536736
417,ADVOCATE LUTHERAN GENERAL HOSPITAL,PARK RIDGE,IL,60068,0.0,75.0,97.0,89.0,81.0,14.0,96.0,70.5,40.9,76.9,19.9,4.04,13.75,60068,Park Ridge,IL,COOK,"",42.037228,-87.843714
418,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,61104,51.0,66.0,101.0,69.0,96.0,88.0,89.0,59.0,34.0,81.0,21.0,1.0,3.0,61104,Rockford,IL,WINNEBAGO,"",42.25012,-89.080254
419,CENTRAL DUPAGE HOSPITAL,WINFIELD,IL,60190,50.0,97.0,100.0,99.0,98.0,68.0,87.0,74.4,60.5,78.4,20.9,0.31,0.0,60190,Winfield,IL,DU PAGE,"",41.839679,-88.088716
420,NORTHWEST COMMUNITY HOSPITAL 1,ARLINGTON HEIGHTS,IL,60005,55.0,84.0,67.0,99.0,49.0,26.0,19.0,74.0,32.0,72.5,20.4,0.18,0.0,60005,Arlington Heights,IL,COOK,"",42.060928,-87.883073
421,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,60611,66.0,93.0,100.0,100.0,97.0,95.0,82.0,82.8,51.7,75.0,18.3,0.12,0.0,60611,Chicago,IL,COOK,"",41.811929,-87.68732
422,ADVENTIST GLENOAKS,GLENDALE HEIGHTS,IL,60139,24.0,93.0,83.0,99.0,47.0,0.0,86.0,36.4,18.2,72.0,21.8,9.72,0.0,60139,Glendale Heights,IL,DU PAGE,"",41.839679,-88.088716
423,ADVENTIST BOLINGBROOK HOSPITAL,BOLINGBROOK,IL,60440,75.0,94.0,71.0,0.0,49.0,0.0,87.0,47.0,26.0,72.0,18.6,0.63,0.0,60440,Bolingbrook,IL,WILL,"",41.623336,-88.022464
424,ILLINI COMMUNITY HOSPITAL,PITTSFIELD,IL,62363,29.0,91.0,62.0,100.0,83.0,77.0,90.0,41.2,17.6,73.0,18.5,0.17,0.0,62363,Pittsfield,IL,PIKE,"",39.615433,-90.798482
425,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",FOREST PARK,IL,60130,98.0,87.0,87.0,88.0,88.0,95.0,80.0,38.1,20.2,70.8,22.9,0.33,0.0,60130,Forest Park,IL,COOK,"",41.811929,-87.68732
426,CHICAGO READ MENTAL HEALTH CENTER,CHICAGO,IL,60634,0.0,31.0,40.0,8.0,85.0,11.0,90.0,59.0,39.0,64.0,22.0,0.32,0.0,60634,Chicago,IL,COOK,"",41.933355,-87.816309
427,ALTON MENTAL HEALTH CENTER,ALTON,IL,62002,0.0,74.0,48.0,32.0,68.0,29.0,63.0,38.0,26.0,73.0,17.0,1.5,0.0,62002,Alton,IL,MADISON,"",38.929065,-89.968862
428,ANDREW MCFARLAND MENTAL HLTH CTR,SPRINGFIELD,IL,62703,0.0,93.0,100.0,92.0,100.0,86.0,88.0,39.0,37.0,72.0,18.0,0.35,0.0,62703,Springfield,IL,SANGAMON,"",39.762206,-89.627547
429,HARTGROVE HOSPITAL,CHICAGO,IL,60644,82.0,100.0,91.0,84.0,79.0,79.0,99.0,39.1,15.2,59.1,22.4,0.22,0.43,60644,Chicago,IL,COOK,"",41.811929,-87.68732
430,MADDEN MENTAL HEALTH CENTER,HINES,IL,60141,62.0,84.0,93.0,32.0,96.0,4.0,95.0,40.0,20.0,64.0,22.0,1.18,0.11,60141,Hines,IL,COOK,"",41.811929,-87.68732
431,THE PAVILION,CHAMPAIGN,IL,61820,81.0,61.0,72.0,67.0,78.0,51.0,45.0,56.5,29.0,81.0,16.9,0.06,0.02,61820,Champaign,IL,CHAMPAIGN,"",40.101777,-88.197166
432,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,HOFFMAN ESTATES,IL,60169,75.0,86.0,84.0,49.0,69.0,11.0,89.0,73.5,43.4,72.3,16.2,0.32,0.17,60169,Hoffman Estates,IL,LAKE,"",42.04,-88.12
433,BHC STREAMWOOD HOSPITAL INC,STREAMWOOD,IL,60107,56.0,94.0,91.0,54.0,85.0,79.0,93.0,42.9,32.1,77.0,19.7,0.11,0.06,60107,Streamwood,IL,COOK,"",42.019093,-88.178475
434,LINDEN OAKS AT EDWARD,NAPERVILLE,IL,60540,35.0,54.0,97.0,99.0,83.0,39.0,71.0,67.8,40.0,67.1,22.4,0.41,0.03,60540,Naperville,IL,DU PAGE,"",41.759029,-88.152381
435,ELGIN MENTAL HEALTH CENTER,ELGIN,IL,60123,0.0,78.0,100.0,92.0,99.0,56.0,93.0,64.0,37.0,81.0,19.0,0.57,0.02,60123,Elgin,IL,KANE,"",42.036325,-88.371044
436,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,ANNA,IL,62906,0.0,97.0,63.0,33.0,100.0,65.0,44.0,40.0,27.0,78.0,21.0,0.5,0.0,62906,Anna,IL,UNION,"",37.474268,-89.163042
437,GARFIELD PARK HOSPITAL,CHICAGO,IL,60624,68.0,94.0,0.0,0.0,0.0,0.0,60.0,45.0,40.0,68.0,20.0,0.9,0.17,60624,Chicago,IL,COOK,"",41.811929,-87.68732
438,CHICAGO BEHAVIORAL HOSPITAL,DES PLAINES,IL,60016,67.0,83.0,99.0,69.0,100.0,92.0,78.0,40.9,16.2,66.3,20.6,0.0,0.01,60016,Des Plaines,IL,COOK,"",42.048278,-87.890466
439,SILVER OAKS BEHAVIORAL HOSPITAL,NEW LENOX,IL,60451,50.0,89.0,44.0,62.0,55.0,40.0,29.0,58.1,27.0,72.4,21.8,0.14,0.02,60451,New Lenox,IL,WILL,"",41.510802,-87.961808
440,LAKE BEHAVIORAL HOSPITAL,WAUKEGAN,IL,60085,78.0,98.0,100.0,58.0,99.0,48.0,83.0,64.0,27.0,76.0,17.0,0.12,0.22,60085,Waukegan,IL,LAKE,"",42.327366,-87.982025
441,METHODIST HOSPITALS INC,GARY,IN,46402,36.0,100.0,22.0,100.0,73.0,85.0,0.0,27.3,9.1,74.0,16.1,0.0,3.26,46402,Gary,IN,LAKE,"",41.599336,-87.336338
442,FRANCISCAN HEALTH HAMMOND,HAMMOND,IN,46320,87.0,95.0,92.0,100.0,90.0,82.0,58.0,57.8,33.3,65.8,21.8,5.68,0.0,46320,Hammond,IN,LAKE,"",41.444246,-87.487242
443,CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,47130,25.0,62.0,19.0,33.0,28.0,0.0,9.0,33.3,8.3,68.0,21.0,0.31,0.04,47130,Jeffersonville,IN,CLARK,"",38.404909,-85.716548
444,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,46360,36.0,95.0,94.0,23.0,85.0,51.0,39.0,44.0,24.0,75.3,23.2,1.18,0.0,46360,Michigan City,IN,LA PORTE,"",41.594185,-86.756985
445,ELKHART GENERAL HOSPITAL,ELKHART,IN,46514,42.0,98.0,95.0,68.0,79.0,47.0,31.0,45.0,15.0,69.0,20.0,0.0,1.58,46514,Elkhart,IN,ELKHART,"",41.71873,-85.937024
446,PARKVIEW REGIONAL MEDICAL CENTER,FORT WAYNE,IN,46845,78.0,39.0,33.0,17.0,53.0,77.0,0.0,47.0,20.0,71.7,19.8,0.03,0.65,46845,Fort Wayne,IN,ALLEN,"",41.095957,-85.084581
447,FRANCISCAN HEALTH CRAWFORDSVILLE,CRAWFORDSVILLE,IN,47933,84.0,72.0,99.0,54.0,78.0,72.0,52.0,50.0,16.0,78.0,19.3,0.0,0.0,47933,Crawfordsville,IN,MONTGOMERY,"",40.042425,-86.893538
448,ESKENAZI HEALTH,INDIANAPOLIS,IN,46202,95.0,38.0,89.0,94.0,90.0,61.0,77.0,51.6,17.7,68.4,20.7,5.52,9.33,46202,Indianapolis,IN,MARION,"",39.762392,-86.143736
449,GOOD SAMARITAN HOSPITAL,VINCENNES,IN,47591,73.0,94.0,98.0,58.0,93.0,70.0,55.0,26.8,14.6,72.9,19.8,2.88,1.31,47591,Vincennes,IN,KNOX,"",38.707231,-87.417306
450,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,47802,68.0,89.0,99.0,100.0,100.0,99.0,72.0,49.0,26.5,78.0,20.3,0.1,0.07,47802,Terre Haute,IN,VIGO,"",39.357875,-87.42014
451,REID HEALTH,RICHMOND,IN,47374,61.0,95.0,3.0,81.0,25.0,0.0,43.0,58.1,35.5,78.6,20.6,0.28,0.0,47374,Richmond,IN,WAYNE,"",39.84081,-85.010442
452,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,46202,0.0,32.0,96.0,85.0,9.0,2.0,0.0,61.8,32.4,76.0,18.9,0.85,6.67,46202,Indianapolis,IN,MARION,"",39.762392,-86.143736
453,DAVIESS COMMUNITY HOSPITAL,WASHINGTON,IN,47501,90.0,100.0,81.0,57.0,13.0,11.0,89.0,64.3,28.6,78.0,25.2,0.0,0.0,47501,Washington,IN,DAVIESS,"",38.689503,-87.121505
454,ASCENSION ST VINCENT HOSPITAL,INDIANAPOLIS,IN,46260,33.0,0.0,0.0,49.0,41.0,13.0,0.0,57.4,39.7,78.8,17.9,1.96,2.12,46260,Indianapolis,IN,MARION,"",39.89384,-86.137988
455,ASCENSION ST VINCENT EVANSVILLE,EVANSVILLE,IN,47750,30.0,89.0,56.0,46.0,17.0,70.0,24.0,62.5,56.3,64.0,19.9,6.43,0.0,47750,Evansville,IN,VANDERBURGH,"",37.962292,-87.505512
456,WITHAM HEALTH SERVICES,LEBANON,IN,46052,100.0,100.0,0.0,0.0,0.0,0.0,98.0,37.0,27.0,74.0,15.4,0.0,0.0,46052,Lebanon,IN,BOONE,"",40.050302,-86.490381
457,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,47546,44.0,66.0,100.0,98.0,98.0,10.0,69.0,81.0,61.9,68.0,21.4,1.27,1.05,47546,Jasper,IN,DUBOIS,"",38.360357,-86.929481
458,COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,46256,50.0,68.0,5.0,74.0,47.0,32.0,0.0,71.1,51.1,87.6,19.2,0.16,0.14,46256,Indianapolis,IN,MARION,"",39.897708,-86.009447
459,ASCENSION ST VINCENT WARRICK,BOONVILLE,IN,47601,24.0,87.0,0.0,0.0,83.0,0.0,21.0,54.0,33.0,74.0,15.7,0.0,0.0,47601,Boonville,IN,WARRICK,"",38.04247,-87.287145
460,"WABASH VALLEY ALLIANCE, INC. / RIVER BEND HOSPITAL",WEST LAFAYETTE,IN,47906,100.0,100.0,98.0,100.0,100.0,78.0,97.0,81.8,45.5,75.0,18.4,1.34,0.0,47906,West Lafayette,IN,TIPPECANOE,"",40.467303,-86.928132
461,NEURODIAGNOSTIC INSTITUTE,INDIANAPOLIS,IN,46218,64.0,100.0,91.0,39.0,100.0,0.0,98.0,53.0,40.0,70.0,17.0,2.67,0.05,46218,Indianapolis,IN,MARION,"",39.806991,-86.100535
462,HAMILTON CENTER INC,TERRE HAUTE,IN,47804,0.0,75.0,0.0,42.0,0.0,0.0,0.0,58.0,35.0,68.0,19.4,0.1,0.0,47804,Terre Haute,IN,VIGO,"",39.505836,-87.342968
463,COMMUNITY MENTAL HEALTH CENTER INC,LAWRENCEBURG,IN,47025,100.0,47.0,81.0,0.0,96.0,23.0,98.0,77.3,54.5,65.0,22.6,0.0,0.0,47025,Lawrenceburg,IN,DEARBORN,"",39.152741,-84.891015
464,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,PIERCETON,IN,46562,0.0,69.0,97.0,34.0,97.0,32.0,71.0,86.4,45.5,85.9,21.4,0.23,1.16,46562,Pierceton,IN,KOSCIUSKO,"",41.265769,-85.854745
465,RICHMOND STATE HOSPITAL,RICHMOND,IN,47374,67.0,100.0,0.0,0.0,93.0,0.0,0.0,58.0,21.0,67.0,20.0,0.48,0.08,47374,Richmond,IN,WAYNE,"",39.84081,-85.010442
466,MADISON STATE HOSPITAL,MADISON,IN,47250,100.0,100.0,36.0,58.0,81.0,49.0,98.0,43.0,33.0,76.0,17.0,0.22,0.2,47250,Madison,IN,JEFFERSON,"",38.804552,-85.420605
467,REGIONAL MENTAL HEALTH CENTER,MERRILLVILLE,IN,46410,33.0,100.0,82.0,82.0,62.0,3.0,100.0,71.4,42.9,69.0,22.7,0.01,0.0,46410,Merrillville,IN,LAKE,"",41.497212,-87.338656
468,"GRANT-BLACKFORD MENTAL HEALTH, INC",MARION,IN,46952,100.0,100.0,100.0,100.0,100.0,100.0,51.0,72.2,44.4,75.3,23.0,4.11,1.1,46952,Marion,IN,GRANT,"",40.519756,-85.636731
469,VALLE VISTA HEALTH SYSTEM,GREENWOOD,IN,46143,59.0,60.0,45.0,87.0,81.0,62.0,61.0,56.5,19.6,80.9,18.8,0.13,0.06,46143,Greenwood,IN,JOHNSON,"",39.50708,-86.10149
470,OAKLAWN PSYCHIATRIC CENTER INC,GOSHEN,IN,46527,95.0,84.0,1.0,51.0,100.0,99.0,100.0,84.0,56.0,79.0,19.2,0.03,0.78,46527,Goshen,IN,ELKHART,"",41.597739,-85.858076
471,FOUR COUNTY COUNSELING CENTER,LOGANSPORT,IN,46947,0.0,42.0,56.0,18.0,66.0,2.0,0.0,80.0,53.3,72.8,15.7,0.0,0.0,46947,Logansport,IN,CASS,"",40.77927,-86.375168
472,BLOOMINGTON MEADOWS HOSPITAL,BLOOMINGTON,IN,47404,74.0,72.0,94.0,75.0,85.0,57.0,75.0,43.9,29.3,78.1,21.6,0.74,0.0,47404,Bloomington,IN,MONROE,"",39.25007,-86.580849
473,MICHIANA BEHAVIORAL HEALTH CENTER,PLYMOUTH,IN,46563,0.0,96.0,93.0,81.0,92.0,83.0,72.0,51.0,33.0,64.0,18.1,0.25,0.01,46563,Plymouth,IN,MARSHALL,"",41.352997,-86.301486
474,NORTHEASTERN CENTER,AUBURN,IN,46706,91.0,0.0,100.0,100.0,99.0,100.0,97.0,90.5,66.7,73.0,18.9,0.0,4.4,46706,Auburn,IN,DE KALB,"",41.377758,-85.027689
475,WELLSTONE REGIONAL HOSPITAL,JEFFERSONVILLE,IN,47130,47.0,88.0,87.0,89.0,89.0,84.0,71.0,57.1,40.5,74.4,23.0,0.07,0.19,47130,Jeffersonville,IN,CLARK,"",38.404909,-85.716548
476,PORTER-STARKE SERVICES INC,VALPARAISO,IN,46383,63.0,91.0,100.0,96.0,94.0,61.0,95.0,81.0,71.4,74.0,18.8,2.67,1.13,46383,Valparaiso,IN,PORTER,"",41.454731,-87.065565
477,HARSHA BEHAVIORAL CENTER INC,TERRE HAUTE,IN,47802,96.0,10.0,67.0,6.0,72.0,0.0,44.0,46.9,20.4,81.7,22.0,1.73,1.44,47802,Terre Haute,IN,VIGO,"",39.357875,-87.42014
478,BRENTWOOD MEADOWS LLC,NEWBURGH,IN,47630,50.0,68.0,89.0,87.0,94.0,79.0,46.0,60.0,37.1,74.7,16.9,0.0,0.01,47630,Newburgh,IN,WARRICK,"",38.038331,-87.283581
479,EVANSVILLE STATE HOSPITAL,EVANSVILLE,IN,47714,53.0,97.0,40.0,0.0,57.0,49.0,2.0,41.0,31.0,73.0,22.0,0.63,0.55,47714,Evansville,IN,VANDERBURGH,"",37.959092,-87.519682
480,OPTIONS BEHAVIORAL HEALTH SYSTEM,INDIANAPOLIS,IN,46226,69.0,43.0,100.0,45.0,97.0,98.0,82.0,67.1,40.0,76.2,23.2,0.06,0.0,46226,Indianapolis,IN,MARION,"",39.832577,-86.083634
481,DOCTORS NEUROPSYCHIATRIC HOSPITAL,BREMEN,IN,46506,22.0,20.0,96.0,54.0,78.0,38.0,32.0,37.2,14.0,72.2,18.4,0.0,0.0,46506,Bremen,IN,MARSHALL,"",41.40577,-86.242235
482,SYCAMORE SPRINGS,LAFAYETTE,IN,47905,92.0,72.0,96.0,88.0,74.0,44.0,56.0,56.5,39.1,82.3,16.3,0.02,0.0,47905,Lafayette,IN,TIPPECANOE,"",40.392686,-86.884071
483,"PARK CENTER, INC",FORT WAYNE,IN,46805,44.0,60.0,84.0,68.0,59.0,87.0,0.0,68.2,18.2,90.9,22.9,0.0,0.3,46805,Fort Wayne,IN,ALLEN,"",41.099948,-85.078019
484,MEDICAL BEHAVIORAL HOSPITAL - MISHAWAKA,MISHAWAKA,IN,46545,0.0,49.0,94.0,52.0,88.0,51.0,19.0,41.7,18.8,79.5,19.9,0.0,0.0,46545,Mishawaka,IN,ST JOSEPH,"",41.696407,-86.304735
485,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC",INDIANAPOLIS,IN,46254,23.0,60.0,2.0,22.0,82.0,63.0,22.0,53.6,17.9,76.5,17.7,0.0,0.0,46254,Indianapolis,IN,MARION,"",39.81594,-86.22681
486,ASSURANCE HEALTH PSYCHIATRIC HOSPITAL,INDIANAPOLIS,IN,46214,68.0,100.0,83.0,79.0,81.0,77.0,94.0,36.0,38.0,77.0,23.7,0.0,0.0,46214,Indianapolis,IN,MARION,"",39.792379,-86.287465
487,NEURO BEHAVIORAL HOSPITAL,CROWN POINT,IN,46307,63.0,65.0,80.0,19.0,55.0,2.0,23.0,41.7,23.3,78.2,21.9,0.0,0.01,46307,Crown Point,IN,LAKE,"",41.444409,-87.360089
488,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,CARROLL,IA,51401,0.0,96.0,89.0,33.0,68.0,73.0,82.0,69.6,34.8,83.5,20.6,0.12,0.0,51401,Carroll,IA,CARROLL,"",42.042547,-94.8338
489,MARY GREELEY MEDICAL CENTER,AMES,IA,50010,73.0,96.0,100.0,90.0,100.0,95.0,87.0,66.7,42.9,69.0,17.8,1.47,6.08,50010,Ames,IA,STORY,"",42.037879,-93.600254
490,"SARTORI MEMORIAL HOSPITAL, INC",CEDAR FALLS,IA,50613,100.0,100.0,95.0,56.0,90.0,89.0,100.0,81.8,45.5,76.0,19.8,0.14,0.49,50613,Cedar Falls,IA,BLACK HAWK,"",42.517091,-92.43585
491,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,52402,21.0,7.0,10.0,66.0,66.0,0.0,0.0,56.3,37.5,82.5,21.0,0.47,0.27,52402,Cedar Rapids,IA,LINN,"",42.020105,-91.681029
492,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,52242,100.0,89.0,83.0,55.0,87.0,79.0,49.0,80.6,41.7,86.5,16.8,0.95,5.45,52242,Iowa City,IA,JOHNSON,"",41.733924,-91.555328
493,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,DES MOINES,IA,50309,47.0,35.0,3.0,50.0,0.0,0.0,0.0,83.3,55.6,67.0,19.1,1.25,0.0,50309,Des Moines,IA,POLK,"",41.584089,-93.620267
494,MERCYONE DES MOINES MEDICAL CENTER,DES MOINES,IA,50314,45.0,73.0,81.0,66.0,50.0,85.0,73.0,57.0,17.0,65.0,18.0,4.0,3.0,50314,Des Moines,IA,POLK,"",41.603938,-93.613817
495,OTTUMWA REGIONAL HEALTH CENTER,OTTUMWA,IA,52501,51.0,99.0,99.0,26.0,97.0,43.0,0.0,77.3,40.9,72.0,19.9,0.68,0.15,52501,Ottumwa,IA,WAPELLO,"",41.030933,-92.409827
496,SPENCER MUNICIPAL HOSPITAL,SPENCER,IA,51301,100.0,100.0,85.0,81.0,100.0,95.0,92.0,75.0,31.3,76.0,23.7,0.51,0.55,51301,Spencer,IA,CLAY,"",43.13291,-95.177909
497,FINLEY HOSPITAL,DUBUQUE,IA,52001,37.0,100.0,0.0,44.0,82.0,61.0,93.0,78.9,52.6,78.0,17.1,0.66,0.0,52001,Dubuque,IA,DUBUQUE,"",42.458876,-90.877135
498,BUENA VISTA REGIONAL MEDICAL CENTER,STORM LAKE,IA,50588,0.0,99.0,66.0,33.0,80.0,24.0,78.0,46.0,39.0,78.0,14.5,0.0,0.0,50588,Storm Lake,IA,BUENA VISTA,"",42.693184,-95.151811
499,MENTAL HEALTH INSTITUTE,CHEROKEE,IA,51012,100.0,98.0,88.0,56.0,90.0,7.0,100.0,61.0,15.0,72.0,17.0,0.36,0.46,51012,Cherokee,IA,CHEROKEE,"",42.721535,-95.574297
500,MENTAL HEALTH INSTITUTE,INDEPENDENCE,IA,50644,86.0,100.0,41.0,84.0,100.0,92.0,98.0,34.0,19.0,69.0,18.0,2.31,0.05,50644,Independence,IA,BUCHANAN,"",42.506055,-91.81214
501,CLIVE BEHAVIORAL HEALTH,CLIVE,IA,50325,74.0,74.0,48.0,49.0,55.0,56.0,49.0,49.0,38.0,70.0,21.0,1.0,3.0,50325,Clive,IA,POLK,"",41.607588,-93.744905
502,SAINT JOHN HOSPITAL,LEAVENWORTH,KS,66048,42.0,100.0,0.0,0.0,0.0,0.0,100.0,64.3,21.4,68.0,14.8,0.0,0.0,66048,Leavenworth,KS,LEAVENWORTH,"",39.279656,-94.982216
503,SALINA REGIONAL HEALTH CENTER,SALINA,KS,67401,72.0,71.0,97.0,75.0,88.0,0.0,85.0,66.0,34.0,80.5,19.5,0.0,0.0,67401,Salina,KS,SALINE,"",38.823673,-97.642113
504,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,67502,53.0,57.0,56.0,72.0,89.0,51.0,45.0,53.3,23.3,73.6,20.1,0.0,0.52,67502,Hutchinson,KS,RENO,"",38.115643,-97.893663
505,NMC HEALTH,NEWTON,KS,67114,57.0,93.0,0.0,0.0,55.0,22.0,92.0,41.0,33.0,75.0,18.5,0.0,0.0,67114,Newton,KS,HARVEY,"",38.044857,-97.317279
506,ADVENTHEALTH SHAWNEE MISSION,SHAWNEE MISSION,KS,66204,71.0,97.0,74.0,52.0,49.0,0.0,45.0,73.8,52.5,83.2,21.3,0.81,0.0,66204,Shawnee Mission,KS,JOHNSON,"",38.974815,-94.683188
507,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",WICHITA,KS,67214,86.0,73.0,63.0,6.0,12.0,0.0,0.0,57.9,36.8,67.0,17.8,0.36,0.06,67214,Wichita,KS,SEDGWICK,"",37.706143,-97.319593
508,SOUTH CENTRAL KS  MED CENTER,ARKANSAS CITY,KS,67005,100.0,100.0,40.0,51.0,100.0,100.0,100.0,34.6,15.4,67.8,21.3,0.01,0.24,67005,Arkansas City,KS,COWLEY,"",37.149582,-96.904215
509,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,KS,67420,100.0,100.0,66.0,0.0,49.0,0.0,100.0,44.0,34.0,71.0,24.5,0.0,0.0,67420,Beloit,KS,MITCHELL,"",39.441631,-98.119189
510,GIRARD MEDICAL CENTER,GIRARD,KS,66743,55.0,91.0,40.0,64.0,88.0,79.0,97.0,80.0,33.3,64.0,20.2,0.0,0.0,66743,Girard,KS,CRAWFORD,"",37.471611,-94.881385
511,MEMORIAL HOSPITAL,ABILENE,KS,67410,81.0,100.0,0.0,0.0,61.0,76.0,100.0,52.0,17.0,70.0,23.8,6.23,0.0,67410,Abilene,KS,DICKINSON,"",38.9111,-97.195283
512,LARNED STATE HOSPITAL,LARNED,KS,67550,15.0,3.0,54.0,0.0,60.0,0.0,0.0,59.5,35.4,67.9,22.3,1.0,0.7,67550,Larned,KS,PAWNEE,"",38.194644,-99.10096
513,PRAIRIE VIEW INC,NEWTON,KS,67114,82.0,76.0,99.0,70.0,91.0,30.0,2.0,75.0,64.3,78.4,16.3,0.02,0.95,67114,Newton,KS,HARVEY,"",38.044857,-97.317279
514,COTTONWOOD SPRINGS LLC,OLATHE,KS,66062,100.0,91.0,96.0,99.0,100.0,100.0,81.0,58.4,41.6,73.7,18.9,0.06,0.01,66062,Olathe,KS,JOHNSON,"",38.847391,-94.778714
515,ADAIR ACUTE CARE AT OSAWATOMIE STATE HOSPITAL,OSAWATOMIE,KS,66064,15.0,0.0,99.0,5.0,72.0,0.0,98.0,45.6,21.1,61.9,20.4,0.56,0.35,66064,Osawatomie,KS,MIAMI,"",38.558533,-94.891655
516,"ST ANTHONY'S SENIOR CARE HOSPITAL, LLC",WICHITA,KS,67206,55.0,66.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,74.0,18.0,-3.0,0.0,67206,Wichita,KS,SEDGWICK,"",37.613954,-97.342752
517,"ST ANTHONY'S SENIOR CARE HOSPITAL OLATHE, LLC",OLATHE,KS,66062,60.0,57.0,75.0,78.0,72.0,79.0,26.0,42.0,24.0,75.0,17.0,-5.0,3.0,66062,Olathe,KS,JOHNSON,"",38.847391,-94.778714
518,HIGHLANDS ARH REGIONAL MEDICAL CENTER,PRESTONSBURG,KY,41653,14.0,38.0,85.0,96.0,66.0,14.0,20.0,38.0,20.0,74.0,24.8,0.23,0.0,41653,Prestonsburg,KY,FLOYD,"",37.536748,-82.771139
519,BAPTIST HEALTH HARDIN,ELIZABETHTOWN,KY,42701,91.0,96.0,52.0,63.0,96.0,68.0,44.0,57.0,39.0,66.0,18.0,-5.0,-1.0,42701,Elizabethtown,KY,HARDIN,"",37.684807,-85.878391
520,THE MEDICAL CENTER (BOWLING GREEN),BOWLING GREEN,KY,42101,61.0,83.0,84.0,49.0,0.0,0.0,92.0,52.0,37.0,73.0,18.9,0.19,0.0,42101,Bowling Green,KY,WARREN,"",37.017407,-86.451752
521,ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,KY,40351,26.0,98.0,96.0,95.0,96.0,87.0,86.0,37.1,14.3,80.7,21.5,0.16,0.0,40351,Morehead,KY,ROWAN,"",38.210471,-83.42039
522,SPRING VIEW HOSPITAL,LEBANON,KY,40033,32.0,60.0,56.0,63.0,37.0,0.0,81.0,75.0,41.7,70.0,18.3,0.02,0.0,40033,Lebanon,KY,MARION,"",37.541558,-85.256025
